,ubigeo
1870,0105150012
1871,0105150013
1872,0105150014
1873,0105150015
1874,0105150016
1875,0105150017
1876,0105150018
1877,0105150019
1878,0105150020
1879,0105160001
1880,0105160002
1881,0105160003
1882,0105170001
1883,0105170002
1884,0105170003
1885,0105170004
1886,0105170005
1887,0105170006
1888,0105170007
1889,0105170008
1890,0105170009
1891,0105170010
1892,0105170011
1893,0105170012
1894,0105170013
1895,0105170014
1896,0105170015
1897,0105170016
1898,0105170017
1899,0105170018
1900,0105170019
1901,0105170020
1902,0105170021
1903,0105170022
1904,0105180001
1905,0105180002
1906,0105180003
1907,0105180004
1908,0105180005
1909,0105180006
1910,0105180007
1911,0105180008
1912,0105180009
1913,0105180010
1914,0105180011
1915,0105180012
1916,0105180013
1917,0105180014
1918,0105180015
1919,0105180016
1920,0105180017
1921,0105180018
1922,0105180019
1923,0105180020
1924,0105180021
1925,0105180022
1926,0105180023
1927,0105180024
1928,0105180025
1929,0105180026
1930,0105180027
1931,0105180028
1932,0105190001
1933,0105190002
1934,0105190003
1935,0105190004
1936,0105190005
1937,0105190006
1938,0105190007
1939,0105190008
1940,0105190009
1941,0105190010
1942,0105190011
1943,0105190012
1944,0105190013
1945,0105190014
1946,0105190015
1947,0105200001
1948,0105200002
1949,0105200003
1950,0105200004
1951,0105200005
1952,0105200006
1953,0105200007
1954,0105200008
1955,0105200009
1956,0105200010
1957,0105200011
1958,0105210001
1959,0105210002
1960,0105210003
1961,0105210004
1962,0105210005
1963,0105210006
1964,0105210007
1965,0105210008
1966,0105210009
1967,0105210010
1968,0105210011
1969,0105210012
1970,0105210013
1971,0105210014
1972,0105210015
1973,0105210016
1974,0105210017
1975,0105210018
1976,0105210019
1977,0105210020
1978,0105210021
1979,0105210022
1980,0105210023
1981,0105210024
1982,0105210025
1983,0105210026
1984,0105210027
1985,0105210028
1986,0105210029
1987,0105210030
1988,0105210031
1989,0105210032
1990,0105210033
1991,0105210034
1992,0105210035
1993,0105210036
1994,0105210037
1995,0105210038
1996,0105210039
1997,0105210040
1998,0105210041
1999,0105210042
2000,0105210043
2001,0105210044
2002,0105210045
2003,0105210046
2004,0105210047
2005,0105210048
2006,0105210049
2007,0105210050
2008,0105210051
2009,0105210052
2010,0105210053
2011,0105210054
2012,0105210055
2013,0105210056
2014,0105210057
2015,0105210058
2016,0105210059
2017,0105210060
2018,0105210061
2019,0105210062
2020,0105210063
2021,0105210064
2022,0105210065
2023,0105210066
2024,0105210067
2025,0105210068
2026,0105210069
2027,0105210070
2028,0105210071
2029,0105210072
2030,0105210073
2031,0105220001
2032,0105220002
2033,0105220003
2034,0105220004
2035,0105220005
2036,0105220006
2037,0105220007
2038,0105220008
2039,0105220009
2040,0105220010
2041,0105220011
2042,0105220012
2043,0105220013
2044,0105220014
2045,0105220015
2046,0105220016
2047,0105220017
2048,0105220018
2049,0105220019
2050,0105220020
2051,0105220021
2052,0105220022
2053,0105230001
2054,0105230002
2055,0105230003
2056,0105230004
2057,0105230005
2058,0105230006
2059,0106010001
2060,0106010002
2061,0106010003
2062,0106010004
2063,0106010005
2064,0106010006
2065,0106010007
2066,0106010008
2067,0106010009
2068,0106010010
2069,0106010011
2070,0106010012
2071,0106010013
2072,0106010014
2073,0106010015
2074,0106010016
2075,0106010017
2076,0106010018
2077,0106010019
2078,0106010020
2079,0106010021
2080,0106010022
2081,0106010023
2082,0106010024
2083,0106010025
2084,0106010026
2085,0106010027
2086,0106010028
2087,0106010029
2088,0106010030
2089,0106010031
2090,0106010032
2091,0106010033
2092,0106020001
2093,0106020002
2094,0106020003
2095,0106020004
2096,0106020005
2097,0106020006
2098,0106020007
2099,0106020008
2100,0106020009
2101,0106020010
2102,0106020011
2103,0106020012
2104,0106020013
2105,0106020014
2106,0106020015
2107,0106020016
2108,0106020017
2109,0106020018
2110,0106020019
2111,0106020020
2112,0106020021
2113,0106020022
2114,0106020023
2115,0106020024
2116,0106020025
2117,0106020026
2118,0106020027
2119,0106020028
2120,0106020029
2121,0106020030
2122,0106020031
2123,0106020032
2124,0106020033
2125,0106020034
2126,0106020035
2127,0106020036
2128,0106020037
2129,0106020038
2130,0106030001
2131,0106030002
2132,0106030003
2133,0106030004
2134,0106030005
2135,0106030006
2136,0106030007
2137,0106030008
2138,0106030009
2139,0106030010
2140,0106030011
2141,0106030012
2142,0106040001
2143,0106040002
2144,0106040003
2145,0106040004
2146,0106040005
2147,0106040006
2148,0106040007
2149,0106040008
2150,0106040009
2151,0106040010
2152,0106040011
2153,0106040012
2154,0106040013
2155,0106040014
2156,0106040015
2157,0106040016
2158,0106040017
2159,0106040018
2160,0106040019
2161,0106040020
2162,0106040021
2163,0106040022
2164,0106040023
2165,0106040024
2166,0106040025
2167,0106040026
2168,0106040027
2169,0106040028
2170,0106040029
2171,0106040030
2172,0106040031
2173,0106040032
2174,0106040033
2175,0106040034
2176,0106040035
2177,0106050001
2178,0106050002
2179,0106050003
2180,0106050004
2181,0106050005
2182,0106050006
2183,0106050007
2184,0106050008
2185,0106050009
2186,0106050010
2187,0106050011
2188,0106050012
2189,0106050013
2190,0106050014
2191,0106050015
2192,0106050016
2193,0106050017
2194,0106050018
2195,0106050019
2196,0106050020
2197,0106050021
2198,0106050022
2199,0106050023
2200,0106050024
2201,0106050025
2202,0106050026
2203,0106050027
2204,0106050028
2205,0106050029
2206,0106050030
2207,0106050031
2208,0106050032
2209,0106050033
2210,0106050034
2211,0106050035
2212,0106050036
2213,0106050037
2214,0106060001
2215,0106060002
2216,0106060003
2217,0106060004
2218,0106060005
2219,0106060006
2220,0106060007
2221,0106060008
2222,0106060009
2223,0106060010
2224,0106060011
2225,0106060012
2226,0106060013
2227,0106060014
2228,0106060015
2229,0106060016
2230,0106060017
2231,0106060018
2232,0106060019
2233,0106060020
2234,0106060021
2235,0106060022
2236,0106060023
2237,0106060024
2238,0106060025
2239,0106060026
2240,0106060027
2241,0106060028
2242,0106060029
2243,0106070001
2244,0106070002
2245,0106070003
2246,0106070004
2247,0106070005
2248,0106070006
2249,0106070007
2250,0106070008
2251,0106070009
2252,0106080001
2253,0106080002
2254,0106080003
2255,0106080004
2256,0106080005
2257,0106080006
2258,0106080007
2259,0106090001
2260,0106090002
2261,0106090003
2262,0106090004
2263,0106090005
2264,0106090006
2265,0106090007
2266,0106090008
2267,0106090009
2268,0106090010
2269,0106090011
2270,0106090012
2271,0106090013
2272,0106090014
2273,0106090015
2274,0106090016
2275,0106090017
2276,0106090018
2277,0106090019
2278,0106090020
2279,0106090021
2280,0106090022
2281,0106090023
2282,0106090024
2283,0106090025
2284,0106090026
2285,0106090027
2286,0106090028
2287,0106090029
2288,0106090030
2289,0106090031
2290,0106090032
2291,0106090033
2292,0106090034
2293,0106090035
2294,0106090036
2295,0106090037
2296,0106090038
2297,0106090039
2298,0106090040
2299,0106090041
2300,0106090042
2301,0106090043
2302,0106090044
2303,0106090045
2304,0106090046
2305,0106090047
2306,0106090048
2307,0106090049
2308,0106090050
2309,0106090051
2310,0106090052
2311,0106090053
2312,0106090054
2313,0106090055
2314,0106090056
2315,0106090057
2316,0106090058
2317,0106090059
2318,0106090060
2319,0106100001
2320,0106100002
2321,0106100003
2322,0106100004
2323,0106100005
2324,0106100006
2325,0106100007
2326,0106100008
2327,0106100009
2328,0106100010
2329,0106100011
2330,0106100012
2331,0106100013
2332,0106110001
2333,0106110002
2334,0106110003
2335,0106110004
2336,0106110005
2337,0106110006
2338,0106120001
2339,0106120002
2340,0106120003
2341,0106120004
2342,0106120005
2343,0106120006
2344,0106120007
2345,0106120008
2346,0106120009
2347,0106120010
2348,0106120011
2349,0107010001
2350,0107010002
2351,0107010003
2352,0107010004
2353,0107010005
2354,0107010006
2355,0107010007
2356,0107010008
2357,0107010009
2358,0107010010
2359,0107010011
2360,0107010012
2361,0107010013
2362,0107010014
2363,0107010015
2364,0107010016
2365,0107010017
2366,0107010018
2367,0107010019
2368,0107010020
2369,0107010021
2370,0107010022
2371,0107010023
2372,0107010024
2373,0107010025
2374,0107010026
2375,0107010027
2376,0107010028
2377,0107010029
2378,0107010030
2379,0107010031
2380,0107010032
2381,0107010033
2382,0107010034
2383,0107010035
2384,0107010036
2385,0107010037
2386,0107010038
2387,0107010039
2388,0107010040
2389,0107010041
2390,0107010042
2391,0107010043
2392,0107010044
2393,0107010045
2394,0107010046
2395,0107010047
2396,0107010048
2397,0107010049
2398,0107010050
2399,0107010051
2400,0107010052
2401,0107010053
2402,0107010054
2403,0107010055
2404,0107010056
2405,0107010057
2406,0107010058
2407,0107010059
2408,0107010060
2409,0107010061
2410,0107010062
2411,0107010063
2412,0107010064
2413,0107010065
2414,0107010066
2415,0107010067
2416,0107010068
2417,0107010069
2418,0107010070
2419,0107010071
2420,0107010072
2421,0107010073
2422,0107010074
2423,0107010075
2424,0107010076
2425,0107010077
2426,0107010078
2427,0107010079
2428,0107010080
2429,0107010081
2430,0107010082
2431,0107010083
2432,0107010084
2433,0107010085
2434,0107010086
2435,0107010087
2436,0107010088
2437,0107010089
2438,0107010090
2439,0107010091
2440,0107010092
2441,0107010093
2442,0107010094
2443,0107010095
2444,0107010096
2445,0107010097
2446,0107010098
2447,0107010099
2448,0107010100
2449,0107010101
2450,0107010102
2451,0107020001
2452,0107020002
2453,0107020003
2454,0107020004
2455,0107020005
2456,0107020006
2457,0107020007
2458,0107020008
2459,0107020009
2460,0107020010
2461,0107020011
2462,0107020012
2463,0107020013
2464,0107020014
2465,0107020015
2466,0107020016
2467,0107020017
2468,0107020018
2469,0107020019
2470,0107020020
2471,0107020021
2472,0107020022
2473,0107020023
2474,0107020024
2475,0107020025
2476,0107020026
2477,0107020027
2478,0107020028
2479,0107020029
2480,0107020030
2481,0107020031
2482,0107020032
2483,0107020033
2484,0107020034
2485,0107020035
2486,0107020036
2487,0107020037
2488,0107020038
2489,0107020039
2490,0107020040
2491,0107020041
2492,0107020042
2493,0107020043
2494,0107020044
2495,0107020045
2496,0107020046
2497,0107020047
2498,0107020048
2499,0107020049
2500,0107020050
2501,0107020051
2502,0107020052
2503,0107020053
2504,0107020054
2505,0107020055
2506,0107020056
2507,0107020057
2508,0107020058
2509,0107020059
2510,0107020060
2511,0107020061
2512,0107020062
2513,0107020063
2514,0107020064
2515,0107020065
2516,0107020066
2517,0107020067
2518,0107020068
2519,0107020069
2520,0107020070
2521,0107020071
2522,0107020072
2523,0107020073
2524,0107020074
2525,0107020075
2526,0107020076
2527,0107020077
2528,0107020078
2529,0107020079
2530,0107020080
2531,0107020081
2532,0107020082
2533,0107020083
2534,0107020084
2535,0107020085
2536,0107020086
2537,0107020087
2538,0107020088
2539,0107020089
2540,0107020090
2541,0107020091
2542,0107020092
2543,0107020093
2544,0107020094
2545,0107020095
2546,0107020096
2547,0107020097
2548,0107020098
2549,0107020099
2550,0107020100
2551,0107020101
2552,0107020102
2553,0107020103
2554,0107020104
2555,0107020105
2556,0107020106
2557,0107020107
2558,0107020108
2559,0107020109
2560,0107020110
2561,0107020111
2562,0107020112
2563,0107020113
2564,0107020114
2565,0107020115
2566,0107020116
2567,0107020117
2568,0107020118
2569,0107020119
2570,0107020120
2571,0107020121
2572,0107020122
2573,0107020123
2574,0107020124
2575,0107020125
2576,0107030001
2577,0107030002
2578,0107030003
2579,0107030004
2580,0107030005
2581,0107030006
2582,0107030007
2583,0107030008
2584,0107030009
2585,0107030010
2586,0107030011
2587,0107030012
2588,0107030013
2589,0107030014
2590,0107030015
2591,0107030016
2592,0107030017
2593,0107030018
2594,0107030019
2595,0107030020
2596,0107030021
2597,0107030022
2598,0107030023
2599,0107030024
2600,0107030025
2601,0107030026
2602,0107030027
2603,0107030028
2604,0107030029
2605,0107030030
2606,0107030031
2607,0107030032
2608,0107030033
2609,0107030034
2610,0107030035
2611,0107030036
2612,0107030037
2613,0107030038
2614,0107030039
2615,0107030040
2616,0107030041
2617,0107030042
2618,0107030043
2619,0107030044
2620,0107030045
2621,0107030046
2622,0107030047
2623,0107030048
2624,0107030049
2625,0107030050
2626,0107030051
2627,0107030052
2628,0107030053
2629,0107030054
2630,0107030055
2631,0107040001
2632,0107040002
2633,0107040003
2634,0107040004
2635,0107040005
2636,0107040006
2637,0107040007
2638,0107040008
2639,0107040009
2640,0107040010
2641,0107040011
2642,0107040012
2643,0107040013
2644,0107040014
2645,0107040015
2646,0107040016
2647,0107040017
2648,0107040018
2649,0107050001
2650,0107050002
2651,0107050003
2652,0107050004
2653,0107050005
2654,0107050006
2655,0107050007
2656,0107050008
2657,0107050009
2658,0107050010
2659,0107050011
2660,0107050012
2661,0107050013
2662,0107050014
2663,0107050015
2664,0107050016
2665,0107050017
2666,0107050018
2667,0107050019
2668,0107050020
2669,0107050021
2670,0107050022
2671,0107050023
2672,0107050024
2673,0107050025
2674,0107050026
2675,0107050027
2676,0107050028
2677,0107050029
2678,0107050030
2679,0107050031
2680,0107050032
2681,0107050033
2682,0107050034
2683,0107050035
2684,0107050036
2685,0107050037
2686,0107050038
2687,0107050039
2688,0107050040
2689,0107050041
2690,0107050042
2691,0107050043
2692,0107050044
2693,0107050045
2694,0107050046
2695,0107050047
2696,0107050048
2697,0107050049
2698,0107050050
2699,0107050051
2700,0107050052
2701,0107050053
2702,0107050054
2703,0107050055
2704,0107060001
2705,0107060002
2706,0107060003
2707,0107060004
2708,0107060005
2709,0107060006
2710,0107060007
2711,0107060008
2712,0107060009
2713,0107060010
2714,0107060011
2715,0107060012
2716,0107060013
2717,0107060014
2718,0107060015
2719,0107060016
2720,0107060017
2721,0107060018
2722,0107060019
2723,0107060020
2724,0107060021
2725,0107060022
2726,0107060023
2727,0107060024
2728,0107060025
2729,0107060026
2730,0107060027
2731,0107060028
2732,0107060029
2733,0107060030
2734,0107060031
2735,0107060032
2736,0107060033
2737,0107060034
2738,0107060035
2739,0107060036
2740,0107060037
2741,0107060038
2742,0107060039
2743,0107060040
2744,0107060041
2745,0107060042
2746,0107060043
2747,0107060044
2748,0107060045
2749,0107060046
2750,0107060047
2751,0107060048
2752,0107060049
2753,0107060050
2754,0107060051
2755,0107060052
2756,0107060053
2757,0107060054
2758,0107060055
2759,0107060056
2760,0107060057
2761,0107060058
2762,0107060059
2763,0107060060
2764,0107060061
2765,0107060062
2766,0107060063
2767,0107060064
2768,0107060065
2769,0107060066
2770,0107060067
2771,0107060068
2772,0107060069
2773,0107060070
2774,0107060071
2775,0107060072
2776,0107060073
2777,0107070001
2778,0107070002
2779,0107070003
2780,0107070004
2781,0107070005
2782,0107070006
2783,0107070007
2784,0107070008
2785,0107070009
2786,0107070010
2787,0107070011
2788,0107070012
2789,0107070013
2790,0107070014
2791,0107070015
2792,0107070016
2793,0107070017
2794,0107070018
2795,0107070019
2796,0107070020
2797,0107070021
2798,0107070022
2799,0107070023
2800,0107070024
2801,0107070025
2802,0107070026
2803,0107070027
2804,0107070028
2805,0107070029
2806,0107070030
2807,0107070031
2808,0107070032
2809,0107070033
2810,0107070034
2811,0107070035
2812,0107070036
2813,0107070037
2814,0107070038
2815,0107070039
2816,0201010001
2817,0201010002
2818,0201010003
2819,0201010004
2820,0201010005
2821,0201010006
2822,0201010007
2823,0201010008
2824,0201010009
2825,0201010010
2826,0201010011
2827,0201010012
2828,0201010013
2829,0201010014
2830,0201010015
2831,0201010016
2832,0201010017
2833,0201010018
2834,0201010019
2835,0201010020
2836,0201010021
2837,0201010022
2838,0201010023
2839,0201010024
2840,0201010025
2841,0201010026
2842,0201010027
2843,0201010028
2844,0201010029
2845,0201010030
2846,0201010031
2847,0201010032
2848,0201010033
2849,0201010034
2850,0201010035
2851,0201010036
2852,0201010037
2853,0201010038
2854,0201010039
2855,0201010040
2856,0201010041
2857,0201010042
2858,0201010043
2859,0201010044
2860,0201010045
2861,0201010046
2862,0201010047
2863,0201010048
2864,0201010049
2865,0201010050
2866,0201010051
2867,0201010052
2868,0201010053
2869,0201010054
2870,0201010055
2871,0201010056
2872,0201010057
2873,0201010058
2874,0201010059
2875,0201010060
2876,0201010061
2877,0201010062
2878,0201010063
2879,0201010064
2880,0201010065
2881,0201010066
